epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,lr
22,29.877166,1.33450768e-01,1.01805561e-01,1.07144834e-01,1.16217980e-01,2.55350122e-01,2.70622645e-02,2.15184913e-01,2.24012887e-02,1.00000000e-03
23,30.722914,1.43877178e-01,1.09374577e-01,1.03109034e-01,1.10015209e-01,2.52519091e-01,2.74092784e-02,2.19292036e-01,2.25110973e-02,1.00000000e-03
24,29.513163,1.35096754e-01,1.03292731e-01,1.55153155e-01,1.64172547e-01,2.38578258e-01,2.68562100e-02,2.86001763e-01,2.32701138e-02,1.00000000e-03
25,28.608327,1.44364085e-01,1.10937209e-01,1.21238289e-01,1.27039607e-01,2.41645849e-01,2.71316071e-02,2.08257260e-01,2.20751002e-02,1.00000000e-03
26,31.251615,1.29503902e-01,9.85750523e-02,1.22982293e-01,1.29758659e-01,2.33196377e-01,2.62911340e-02,2.24832197e-01,2.21158745e-02,1.00000000e-03
27,30.524315,1.34228470e-01,1.02362237e-01,1.47164876e-01,1.55098314e-01,2.45518602e-01,2.68641708e-02,2.04448490e-01,2.24906231e-02,1.00000000e-03
28,29.717490,1.30754910e-01,9.99888020e-02,1.07089675e-01,1.13278834e-01,2.24109852e-01,2.69559269e-02,1.95170734e-01,2.17844066e-02,1.00000000e-03
29,29.823958,1.28789646e-01,9.82936362e-02,9.25104424e-02,1.00442199e-01,2.25547608e-01,2.66202310e-02,1.98436621e-01,2.12068963e-02,1.00000000e-03
30,29.167454,1.18880601e-01,9.07798051e-02,9.14089776e-02,9.75422444e-02,2.21433102e-01,2.60824853e-02,2.04151169e-01,2.16440787e-02,1.00000000e-03
31,30.738841,1.31552518e-01,1.00656150e-01,1.41600203e-01,1.48477422e-01,2.28106112e-01,2.62625855e-02,1.73708075e-01,2.12243483e-02,1.00000000e-03
32,30.304135,1.26555327e-01,9.65314138e-02,1.54368179e-01,1.60732999e-01,2.17784403e-01,2.57764933e-02,2.01687966e-01,2.16411735e-02,1.00000000e-03
33,30.279778,1.37704332e-01,1.05456236e-01,1.18044007e-01,1.24493974e-01,2.22069493e-01,2.61269386e-02,1.97969735e-01,2.10741545e-02,1.00000000e-03
34,29.090476,1.16313936e-01,8.87829307e-02,1.23010511e-01,1.29762043e-01,2.12194274e-01,2.56042413e-02,2.12811567e-01,2.12305850e-02,1.00000000e-03
35,28.330274,1.24487177e-01,9.49253752e-02,1.20916199e-01,1.26679251e-01,2.20362711e-01,2.59410415e-02,1.96366981e-01,2.09517585e-02,1.00000000e-03
36,30.275867,1.35265732e-01,1.03118363e-01,1.49120690e-01,1.56540906e-01,2.11842366e-01,2.56570504e-02,1.91186109e-01,2.11089132e-02,1.00000000e-03
37,29.238138,1.22504901e-01,9.35819720e-02,9.68110860e-02,1.02208248e-01,2.14047012e-01,2.52900271e-02,1.83621499e-01,2.09194181e-02,1.00000000e-03
38,28.509464,1.29230818e-01,9.89972212e-02,9.52464625e-02,9.93564528e-02,2.08917792e-01,2.59806751e-02,1.95520071e-01,2.06933245e-02,1.00000000e-03
39,29.800755,1.25546789e-01,9.57208281e-02,1.10858455e-01,1.16391582e-01,2.10999458e-01,2.50487743e-02,1.77287934e-01,2.03098201e-02,1.00000000e-03
40,30.796513,1.15519827e-01,8.86216775e-02,9.81307775e-02,1.06116942e-01,1.99904539e-01,2.53380180e-02,1.74505979e-01,2.06496418e-02,1.00000000e-03
41,30.283092,1.30859579e-01,1.01176342e-01,8.49628334e-02,8.97498898e-02,1.98796483e-01,2.49138563e-02,1.90170156e-01,1.98312211e-02,1.00000000e-03
42,29.371765,1.26455613e-01,9.69239698e-02,1.17823781e-01,1.23495682e-01,2.00283116e-01,2.50623993e-02,1.86211959e-01,2.02619499e-02,1.00000000e-03
43,29.513428,1.18757338e-01,9.04650504e-02,9.22337742e-02,9.77088600e-02,1.97796937e-01,2.50232954e-02,1.64154972e-01,2.06015411e-02,1.00000000e-03
44,30.008898,1.30443751e-01,9.96930971e-02,1.23848696e-01,1.33500969e-01,1.94869381e-01,2.48423784e-02,1.78594206e-01,2.03478998e-02,1.00000000e-03
45,28.947683,1.29136630e-01,9.90167378e-02,1.06019676e-01,1.13076307e-01,1.88309944e-01,2.47532082e-02,1.51930883e-01,1.99334218e-02,1.00000000e-03
46,30.050971,1.36915220e-01,1.04877777e-01,1.03221919e-01,1.09278806e-01,2.01718608e-01,2.47101135e-02,1.65818492e-01,2.12192328e-02,1.00000000e-03
47,29.756850,1.14587548e-01,8.73816351e-02,8.51910594e-02,8.93337403e-02,1.92594984e-01,2.49371545e-02,1.70314210e-01,1.98349205e-02,1.00000000e-03
48,29.214937,1.20561288e-01,9.22221295e-02,2.02755978e-01,2.13180516e-01,2.01619227e-01,2.52554200e-02,1.68238575e-01,2.05015207e-02,1.00000000e-03
49,29.186325,1.12592386e-01,8.64105174e-02,1.36998302e-01,1.43642360e-01,1.94660594e-01,2.47263067e-02,1.59973641e-01,1.98990360e-02,1.00000000e-03
50,30.407721,1.17450525e-01,8.99716058e-02,1.00720323e-01,1.06596704e-01,1.87299619e-01,2.46483416e-02,1.70901945e-01,1.96073464e-02,1.00000000e-03
51,30.679173,1.14752859e-01,8.77165786e-02,1.94900085e-01,2.05288951e-01,1.90359380e-01,2.41759679e-02,2.12084492e-01,2.04338207e-02,1.00000000e-03
52,30.062566,1.07621885e-01,8.19493596e-02,1.08903016e-01,1.14769623e-01,1.83888498e-01,2.40415374e-02,1.76220778e-01,1.94310275e-02,1.00000000e-03
53,30.500898,1.06647395e-01,8.15492447e-02,1.52561061e-01,1.62525052e-01,1.88407443e-01,2.38922675e-02,1.89244635e-01,1.99348408e-02,1.00000000e-03
54,30.018108,1.10929825e-01,8.50340908e-02,1.02237565e-01,1.09625385e-01,1.84149214e-01,2.42015496e-02,1.58325894e-01,1.92235514e-02,1.00000000e-03
55,29.228155,1.24223195e-01,9.51395762e-02,8.06216245e-02,8.57302682e-02,1.82459397e-01,2.36641144e-02,2.03185403e-01,1.89000971e-02,1.00000000e-03
56,28.960637,1.18471904e-01,9.06908695e-02,1.07854972e-01,1.12217422e-01,1.86966924e-01,2.39377135e-02,1.57297108e-01,1.96623239e-02,1.00000000e-03
57,29.750018,1.18952816e-01,9.12334076e-02,2.64808168e-01,2.78754040e-01,1.79356940e-01,2.36263834e-02,1.71597973e-01,1.92284366e-02,1.00000000e-03
58,30.137508,1.15435991e-01,8.83679677e-02,2.01345274e-01,2.10249435e-01,1.75638481e-01,2.33039663e-02,1.97140816e-01,1.93821108e-02,1.00000000e-03
59,29.662750,1.10066588e-01,8.38376163e-02,1.35010225e-01,1.40248139e-01,1.77431841e-01,2.37224011e-02,1.67676684e-01,1.92473960e-02,1.00000000e-03
60,28.558840,1.05759122e-01,8.08559308e-02,1.06703536e-01,1.13416581e-01,1.82115935e-01,2.39195439e-02,2.16088018e-01,2.01456822e-02,1.00000000e-03
61,28.223472,1.29613723e-01,9.87699443e-02,8.58465078e-02,9.09053369e-02,1.87735689e-01,2.38037499e-02,1.60549573e-01,1.95005463e-02,1.00000000e-03
62,28.400209,1.23966201e-01,9.46294613e-02,1.19863029e-01,1.24365744e-01,1.84408151e-01,2.39543780e-02,1.56462255e-01,1.94920318e-02,1.00000000e-03
63,28.546111,1.13280919e-01,8.61980965e-02,1.22656081e-01,1.31150142e-01,1.80007045e-01,2.34365529e-02,1.97690916e-01,1.95686017e-02,1.00000000e-03
64,29.988294,1.12597601e-01,8.58526124e-02,1.13936135e-01,1.18900594e-01,1.78422096e-01,2.37566817e-02,1.79741109e-01,1.95159710e-02,1.00000000e-03
65,29.943781,1.08588517e-01,8.31685354e-02,1.25578111e-01,1.33998968e-01,1.81958856e-01,2.39302536e-02,1.79384083e-01,1.94410373e-02,1.00000000e-03
66,29.601396,1.07513350e-01,8.21274777e-02,1.19115840e-01,1.24868829e-01,1.81495228e-01,2.35675156e-02,1.70291950e-01,1.93794724e-02,1.00000000e-03
67,27.916797,1.07161849e-01,8.19939985e-02,7.98417100e-02,8.56068628e-02,1.71592170e-01,2.36984250e-02,1.47384853e-01,1.87654111e-02,1.00000000e-03
68,28.649269,9.95897589e-02,7.61552430e-02,1.03497703e-01,1.09025509e-01,1.68450723e-01,2.30108836e-02,1.46158169e-01,1.87183218e-02,1.00000000e-03
69,28.181811,9.70605807e-02,7.39142830e-02,1.03955391e-01,1.08806367e-01,1.70854836e-01,2.26348767e-02,1.72342382e-01,1.82076165e-02,1.00000000e-03
70,30.628150,1.18082409e-01,9.03302832e-02,8.86879823e-02,9.36037605e-02,1.77999424e-01,2.30505867e-02,1.68123931e-01,1.90007829e-02,1.00000000e-03
71,29.351160,9.64527218e-02,7.41689398e-02,1.28974049e-01,1.37825920e-01,1.73505643e-01,2.34527678e-02,1.69606403e-01,1.90293973e-02,1.00000000e-03
72,30.151264,1.10484403e-01,8.41590885e-02,8.18127245e-02,8.82213861e-02,1.69836157e-01,2.29251192e-02,1.39182871e-01,1.86144590e-02,1.00000000e-03
73,30.301673,1.10408245e-01,8.44206600e-02,1.04162182e-01,1.09355773e-01,1.67171686e-01,2.29965262e-02,1.44080710e-01,1.85984364e-02,1.00000000e-03
74,30.246465,1.12525309e-01,8.54404951e-02,9.43221951e-02,9.92369834e-02,1.66323199e-01,2.26469020e-02,1.57559926e-01,1.79363671e-02,1.00000000e-03
75,30.160052,1.03334755e-01,7.88298130e-02,7.28629084e-02,7.68733739e-02,1.67580009e-01,2.27932353e-02,1.71317845e-01,1.81360322e-02,1.00000000e-03
76,30.329628,1.00807710e-01,7.68245531e-02,7.91031562e-02,8.42506404e-02,1.66698031e-01,2.26850038e-02,1.59733952e-01,1.76494403e-02,1.00000000e-03
77,30.001476,1.09317437e-01,8.34784480e-02,1.87393518e-01,1.95421450e-01,1.64783995e-01,2.24803371e-02,1.77975759e-01,2.10569398e-02,1.00000000e-03
78,30.268865,1.07579286e-01,8.24390463e-02,8.71829036e-02,9.14916277e-02,1.62508874e-01,2.26691131e-02,1.50392724e-01,1.84366621e-02,1.00000000e-03
79,29.112339,1.06138763e-01,8.20833890e-02,7.78245023e-02,8.25737840e-02,1.64617668e-01,2.29971233e-02,1.43080036e-01,1.83973736e-02,1.00000000e-03
80,29.736977,1.04354544e-01,7.97258972e-02,1.74245162e-01,1.81616161e-01,1.69178108e-01,2.28802684e-02,1.87775448e-01,1.91254912e-02,1.00000000e-03
81,29.841512,1.07348133e-01,8.20282708e-02,6.75366462e-02,7.10764686e-02,1.66665661e-01,2.27858253e-02,1.39481874e-01,1.82154952e-02,1.00000000e-03
82,30.177715,1.08180103e-01,8.24429247e-02,1.38809251e-01,1.44648789e-01,1.78604055e-01,2.27972016e-02,1.65077369e-01,1.82053624e-02,1.00000000e-03
83,29.921969,1.08320068e-01,8.23830007e-02,1.05907431e-01,1.15830357e-01,1.72817367e-01,2.27426633e-02,1.64637095e-01,1.86445736e-02,1.00000000e-03
84,30.587863,1.02281010e-01,7.79078965e-02,7.43416477e-02,8.07762019e-02,1.78828955e-01,2.29644592e-02,1.70694830e-01,1.89273719e-02,1.00000000e-03
85,29.294759,1.05974926e-01,8.09003234e-02,7.65542668e-02,8.07738948e-02,1.64075088e-01,2.26770086e-02,1.41860301e-01,1.86557195e-02,1.00000000e-03
86,29.578553,9.43176268e-02,7.18165244e-02,9.65003458e-02,1.01754103e-01,1.66768278e-01,2.27617253e-02,1.71060307e-01,1.84312129e-02,1.00000000e-03
87,28.791427,1.00199946e-01,7.63132274e-02,1.64608399e-01,1.72878667e-01,1.59274486e-01,2.25677105e-02,1.60439074e-01,1.78985120e-02,1.00000000e-03
88,29.183675,1.01494290e-01,7.76308674e-02,8.85314752e-02,9.47882055e-02,1.62938186e-01,2.21921938e-02,1.50525850e-01,1.80989385e-02,1.00000000e-03
89,28.915511,1.04353947e-01,7.99589188e-02,1.05784954e-01,1.09570992e-01,1.67658719e-01,2.23801786e-02,1.51326374e-01,1.80048846e-02,1.00000000e-03
90,30.388310,1.00146261e-01,7.58151619e-02,1.26813939e-01,1.32387528e-01,1.64603967e-01,2.22271004e-02,1.54765029e-01,1.80559635e-02,1.00000000e-03
91,29.472103,1.00526579e-01,7.62373444e-02,1.53411326e-01,1.61065440e-01,1.61808841e-01,2.24433539e-02,1.45414828e-01,1.82979937e-02,1.00000000e-03
92,29.749804,1.09653660e-01,8.35649130e-02,7.33783533e-02,7.69997111e-02,1.62810045e-01,2.25026649e-02,1.51478330e-01,1.78866355e-02,1.00000000e-03
93,30.423599,9.90300900e-02,7.54005967e-02,1.50969460e-01,1.65324906e-01,1.59349904e-01,2.24270067e-02,1.56598189e-01,1.89464398e-02,1.00000000e-03
94,30.120871,1.08994854e-01,8.27443074e-02,8.91326559e-02,9.34032586e-02,1.63122725e-01,2.24926426e-02,1.54081470e-01,1.84832509e-02,1.00000000e-03
95,30.452283,1.08207646e-01,8.29546952e-02,1.17176136e-01,1.23489885e-01,1.65710468e-01,2.22734770e-02,1.60348085e-01,1.83701066e-02,1.00000000e-03
96,30.665153,9.24424889e-02,7.01564913e-02,8.19224456e-02,8.59087400e-02,1.61371902e-01,2.23290011e-02,1.71102119e-01,1.74252144e-02,1.00000000e-03
97,30.439349,9.68241495e-02,7.40139988e-02,8.49499009e-02,8.97708406e-02,1.52886362e-01,2.17726055e-02,1.53222251e-01,1.75837691e-02,1.00000000e-03
98,30.282415,9.58551516e-02,7.28863016e-02,6.98822575e-02,7.34757929e-02,1.56253580e-01,2.18195390e-02,1.30753985e-01,1.79921216e-02,1.00000000e-03
99,30.329138,1.16048320e-01,8.89171921e-02,8.57069377e-02,9.25062407e-02,1.72443523e-01,2.25454689e-02,1.58502713e-01,1.86621849e-02,5.00000000e-04
100,30.587526,8.21365848e-02,6.26147891e-02,6.28772277e-02,6.59713206e-02,1.22463426e-01,2.11165388e-02,1.11131022e-01,1.65066588e-02,5.00000000e-04
101,29.968623,8.10680405e-02,6.16369599e-02,6.77938302e-02,7.15308321e-02,1.17633759e-01,2.02069581e-02,1.11952818e-01,1.60069319e-02,5.00000000e-04
102,29.809204,8.10626384e-02,6.14650744e-02,1.14028879e-01,1.19573461e-01,1.17310507e-01,1.99089547e-02,1.09574558e-01,1.60943343e-02,5.00000000e-04
103,30.333611,7.96546925e-02,6.05739822e-02,7.19467445e-02,7.51244844e-02,1.13604999e-01,1.97216272e-02,1.07010004e-01,1.56706406e-02,5.00000000e-04
104,30.084807,8.20515146e-02,6.26621162e-02,6.73998437e-02,7.18785832e-02,1.14926419e-01,1.94819843e-02,1.09670868e-01,1.57190971e-02,5.00000000e-04
105,30.651852,8.16303312e-02,6.20286260e-02,1.43696242e-01,1.50152012e-01,1.18413202e-01,1.97040386e-02,1.08853223e-01,1.61428210e-02,5.00000000e-04
106,30.557015,7.83710339e-02,5.95608175e-02,6.63276667e-02,6.92935243e-02,1.11867418e-01,1.96533073e-02,1.08446232e-01,1.55726165e-02,5.00000000e-04
107,30.744415,7.53042906e-02,5.74250918e-02,9.62233290e-02,1.01586520e-01,1.12913574e-01,1.96146179e-02,1.07535334e-01,1.56816845e-02,5.00000000e-04
108,30.213108,7.57072018e-02,5.75458302e-02,8.26750655e-02,8.59581171e-02,1.14444846e-01,1.96460522e-02,1.11594424e-01,1.56537428e-02,5.00000000e-04
109,28.704640,8.00604105e-02,6.06663467e-02,6.76133206e-02,7.12530436e-02,1.10011596e-01,1.95479980e-02,1.02744464e-01,1.57386654e-02,5.00000000e-04
110,30.677152,7.88493004e-02,6.00742957e-02,6.19691000e-02,6.52863994e-02,1.10774194e-01,1.93754238e-02,1.02383398e-01,1.57130765e-02,5.00000000e-04
111,30.601647,7.48611517e-02,5.67800368e-02,6.57777633e-02,6.98408362e-02,1.09501609e-01,1.92745326e-02,1.00013453e-01,1.55943749e-02,5.00000000e-04
112,29.610248,8.37009300e-02,6.35930106e-02,9.17776216e-02,9.62788810e-02,1.12918601e-01,1.93370752e-02,1.08330718e-01,1.54212371e-02,5.00000000e-04
113,30.337992,7.67736939e-02,5.83221295e-02,8.37760685e-02,8.80591817e-02,1.08446031e-01,1.93041689e-02,1.11455883e-01,1.51693978e-02,5.00000000e-04
114,30.695841,8.23642684e-02,6.24046399e-02,5.87225044e-02,6.18623931e-02,1.07988063e-01,1.93077113e-02,1.03965835e-01,1.53289976e-02,5.00000000e-04
115,30.490677,7.53005599e-02,5.70569667e-02,1.14014141e-01,1.22010184e-01,1.08054463e-01,1.91724432e-02,1.09939020e-01,1.53293003e-02,5.00000000e-04
116,29.978692,8.32463310e-02,6.34749895e-02,7.73548959e-02,8.04444703e-02,1.09122261e-01,1.92965229e-02,9.73983556e-02,1.55566312e-02,5.00000000e-04
117,30.549029,7.55045397e-02,5.71944003e-02,6.95536075e-02,7.31191379e-02,1.08997381e-01,1.91858693e-02,1.02381607e-01,1.57080871e-02,5.00000000e-04
118,30.825086,7.78859999e-02,5.92395763e-02,7.31009585e-02,7.67040989e-02,1.08754276e-01,1.94911744e-02,1.13186688e-01,1.56250692e-02,5.00000000e-04
119,29.903415,8.58669848e-02,6.49342810e-02,6.06123920e-02,6.41128247e-02,1.11773043e-01,1.95637914e-02,1.19837303e-01,1.54430921e-02,5.00000000e-04
120,32.980089,7.76132373e-02,5.86370140e-02,6.45875975e-02,6.73595101e-02,1.08469262e-01,1.93792207e-02,1.00609809e-01,1.52085589e-02,5.00000000e-04
121,29.916397,7.80299516e-02,5.91983981e-02,6.78389803e-02,7.16228848e-02,1.06817725e-01,1.91082050e-02,1.02064932e-01,1.55867034e-02,5.00000000e-04
122,30.555996,7.75066323e-02,5.87150302e-02,6.83392716e-02,7.17294550e-02,1.09989368e-01,1.94025611e-02,9.83392911e-02,1.54173326e-02,5.00000000e-04
123,29.031058,7.79179646e-02,5.90650518e-02,1.46942759e-01,1.53638978e-01,1.06895881e-01,1.94098196e-02,1.14963452e-01,1.54921421e-02,5.00000000e-04
124,28.821113,8.07518156e-02,6.13163094e-02,6.69272392e-02,7.09604893e-02,1.10158031e-01,1.94130468e-02,1.04376588e-01,1.56719696e-02,5.00000000e-04
125,29.575259,7.60584209e-02,5.75280338e-02,7.36075777e-02,7.74198891e-02,1.07250797e-01,1.92960920e-02,1.04316642e-01,1.54551479e-02,5.00000000e-04
126,29.669403,7.55677107e-02,5.71156703e-02,7.30380185e-02,7.65249422e-02,1.04765584e-01,1.92759497e-02,1.16693596e-01,1.56508989e-02,5.00000000e-04
127,29.922398,7.98648972e-02,6.04471647e-02,1.00078109e-01,1.04088015e-01,1.06530622e-01,1.93284091e-02,1.04441866e-01,1.56231384e-02,5.00000000e-04
128,30.373925,7.13693502e-02,5.41447758e-02,9.14367101e-02,9.57066416e-02,1.05609493e-01,1.92988475e-02,1.03683141e-01,1.57965505e-02,5.00000000e-04
129,30.283308,7.77424836e-02,5.88101152e-02,7.54136195e-02,7.89687309e-02,1.06954852e-01,1.95514655e-02,9.60959195e-02,1.54275454e-02,5.00000000e-04
130,31.049340,7.60536280e-02,5.76619002e-02,6.61333351e-02,6.92732161e-02,1.08967327e-01,1.94002138e-02,1.13419203e-01,1.57379898e-02,5.00000000e-04
131,30.501460,7.45736227e-02,5.64242184e-02,7.49816515e-02,7.79014995e-02,1.06853142e-01,1.93734394e-02,1.04557822e-01,1.54937392e-02,5.00000000e-04
132,29.313613,7.76541999e-02,5.87138092e-02,7.23461806e-02,7.59864616e-02,1.09726919e-01,1.96168944e-02,1.06670805e-01,1.55546235e-02,5.00000000e-04
133,30.438261,7.51750681e-02,5.68357772e-02,7.45678816e-02,7.78868002e-02,1.05638611e-01,1.94061055e-02,1.17801192e-01,1.55856846e-02,5.00000000e-04
134,30.124912,8.06907120e-02,6.11393192e-02,5.95553641e-02,6.23805795e-02,1.10209474e-01,1.95899531e-02,1.02821604e-01,1.54755078e-02,5.00000000e-04
135,29.727838,7.74012046e-02,5.86349481e-02,7.05589459e-02,7.50997317e-02,1.09331788e-01,1.94798154e-02,1.07600396e-01,1.56185992e-02,5.00000000e-04
136,30.237841,7.69731753e-02,5.83253149e-02,6.64471198e-02,7.09444261e-02,1.08283436e-01,1.94407298e-02,1.08213480e-01,1.56324866e-02,5.00000000e-04
137,30.469109,7.51750850e-02,5.69893664e-02,1.23482577e-01,1.30919376e-01,1.09277082e-01,1.93767738e-02,1.05318344e-01,1.55721536e-02,5.00000000e-04
138,29.512085,7.69362650e-02,5.83548536e-02,7.34946241e-02,7.69894366e-02,1.06990909e-01,1.94291925e-02,1.05038165e-01,1.55610568e-02,5.00000000e-04
139,28.961517,7.86334320e-02,5.97931703e-02,7.12296434e-02,7.41378523e-02,1.06459459e-01,1.92997706e-02,1.08545514e-01,1.56051562e-02,5.00000000e-04
140,30.544342,7.64930947e-02,5.77561120e-02,6.32997832e-02,6.63454927e-02,1.05927181e-01,1.94344800e-02,1.05904012e-01,1.55344603e-02,5.00000000e-04
141,30.060709,7.72644931e-02,5.83012594e-02,7.49259276e-02,7.94581538e-02,1.02158436e-01,1.90183936e-02,1.08125881e-01,1.54358195e-02,5.00000000e-04
142,29.232653,7.35824538e-02,5.57612134e-02,7.01451745e-02,7.27896212e-02,1.05895863e-01,1.92376369e-02,1.02215703e-01,1.55815211e-02,5.00000000e-04
143,29.584954,7.38524268e-02,5.60116959e-02,6.54783875e-02,6.88599850e-02,1.04793294e-01,1.93875252e-02,1.08755160e-01,1.56532835e-02,5.00000000e-04
144,30.760531,7.98343532e-02,6.03736501e-02,7.34819227e-02,7.65313438e-02,1.05081410e-01,1.92907046e-02,1.02113164e-01,1.55802595e-02,5.00000000e-04
145,30.802677,7.84196441e-02,5.92133413e-02,8.33957842e-02,8.68652681e-02,1.06173595e-01,1.93335814e-02,1.01545472e-01,1.56170035e-02,5.00000000e-04
146,30.038550,7.52789864e-02,5.71396278e-02,7.33277901e-02,7.64186222e-02,1.06334215e-01,1.94637636e-02,9.57330407e-02,1.52263198e-02,5.00000000e-04
147,30.052067,7.81486365e-02,5.90642419e-02,7.42467314e-02,7.81636195e-02,1.05084187e-01,1.92623303e-02,9.49330328e-02,1.53622553e-02,5.00000000e-04
148,29.438615,7.68958956e-02,5.80787127e-02,5.94987679e-02,6.26305419e-02,1.03885200e-01,1.90277399e-02,9.63611142e-02,1.53136107e-02,5.00000000e-04
149,30.325644,7.61308550e-02,5.75564942e-02,8.05491187e-02,8.40368839e-02,1.05126407e-01,1.89410726e-02,1.29708199e-01,1.56850095e-02,5.00000000e-04
150,30.392444,7.83020594e-02,5.90293473e-02,1.08472469e-01,1.16043569e-01,1.02865408e-01,1.90608991e-02,1.02200110e-01,1.56567864e-02,5.00000000e-04
151,29.714133,7.40169428e-02,5.60227487e-02,7.87575282e-02,8.23402978e-02,1.05210037e-01,1.95366292e-02,1.10582165e-01,1.58158474e-02,5.00000000e-04
152,30.873527,7.53580997e-02,5.70726721e-02,6.64276811e-02,7.02290376e-02,1.04052489e-01,1.93655576e-02,1.14101366e-01,1.55220839e-02,5.00000000e-04
153,29.575850,7.91114681e-02,5.98453254e-02,8.33543294e-02,8.82702418e-02,1.05469845e-01,1.92495804e-02,1.02554894e-01,1.50641288e-02,5.00000000e-04
154,29.356488,7.29239519e-02,5.51529991e-02,6.77434137e-02,7.11066806e-02,1.09254758e-01,1.92650086e-02,1.08465918e-01,1.55445441e-02,5.00000000e-04
155,29.987025,7.40049614e-02,5.59768973e-02,1.12237685e-01,1.21033349e-01,1.06930846e-01,1.94283481e-02,1.33282712e-01,1.60878016e-02,5.00000000e-04
156,30.374862,7.86442073e-02,5.94896990e-02,8.88655692e-02,9.27707019e-02,1.05057070e-01,1.96082425e-02,1.11127879e-01,1.59150425e-02,5.00000000e-04
