epoch,seconds,train_step_rel_l2,train_full_rel_l2,test_step_rel_l2,test_full_rel_l2,train_pred_mse,train_recon_mse,test_pred_mse,test_recon_mse,lr
49,13.153346,1.06594682e-01,1.17627459e-01,1.21945601e-01,1.37494238e-01,2.66857134e-01,2.14630822e-03,3.74580510e-01,2.08599913e-03,1.00000000e-03
50,13.726687,1.08108825e-01,1.19547936e-01,1.05367696e-01,1.16938431e-01,2.74231513e-01,2.10093638e-03,2.69907056e-01,1.91364513e-03,1.00000000e-03
51,13.670524,1.04075231e-01,1.14456364e-01,1.02793511e-01,1.14430345e-01,2.51390693e-01,2.05393353e-03,2.58397397e-01,1.85476142e-03,1.00000000e-03
52,15.248459,1.01499919e-01,1.11546100e-01,1.03271348e-01,1.14929081e-01,2.39474822e-01,2.00125878e-03,2.59961686e-01,1.92803006e-03,1.00000000e-03
53,17.755072,1.02716213e-01,1.13034858e-01,1.08869086e-01,1.21909232e-01,2.45248315e-01,1.96337331e-03,2.91332558e-01,1.95601113e-03,1.00000000e-03
54,16.846686,1.10350214e-01,1.22038133e-01,1.00348642e-01,1.11453922e-01,2.88470864e-01,1.92157315e-03,2.45882222e-01,1.82819368e-03,1.00000000e-03
55,17.051673,1.03951824e-01,1.14804127e-01,1.13093353e-01,1.26388841e-01,2.54119081e-01,1.87415698e-03,3.12804166e-01,1.67770163e-03,1.00000000e-03
56,16.760658,1.03730026e-01,1.14189396e-01,9.96117275e-02,1.09706367e-01,2.51145250e-01,1.83412333e-03,2.37869557e-01,1.65030702e-03,1.00000000e-03
57,16.204926,9.79096222e-02,1.07329758e-01,9.69102905e-02,1.07599411e-01,2.21908372e-01,1.79645799e-03,2.28456884e-01,1.66668027e-03,1.00000000e-03
58,16.779187,9.71213087e-02,1.06528217e-01,9.81008494e-02,1.08667340e-01,2.18193565e-01,1.77095563e-03,2.32046571e-01,1.67861962e-03,1.00000000e-03
59,16.900461,1.00088061e-01,1.10106193e-01,1.16711432e-01,1.32632729e-01,2.33337980e-01,1.73252659e-03,3.38567016e-01,1.73344943e-03,1.00000000e-03
60,16.579405,1.12680620e-01,1.25675921e-01,1.17853147e-01,1.31591275e-01,3.04599617e-01,1.68561281e-03,3.35406262e-01,1.64200555e-03,1.00000000e-03
61,15.263977,1.08360359e-01,1.20071627e-01,1.00037058e-01,1.10581412e-01,2.77711464e-01,1.66871609e-03,2.41055543e-01,1.52861984e-03,1.00000000e-03
62,15.756998,9.51973989e-02,1.03936148e-01,9.68200903e-02,1.07194399e-01,2.08375575e-01,1.64627904e-03,2.26719231e-01,1.56692355e-03,1.00000000e-03
63,12.999578,1.00398184e-01,1.10571083e-01,1.02232758e-01,1.13813401e-01,2.34656551e-01,1.61373199e-03,2.55045444e-01,1.56199083e-03,1.00000000e-03
64,12.888475,9.68180161e-02,1.06286964e-01,9.59526284e-02,1.06057867e-01,2.17869888e-01,1.58511015e-03,2.22686935e-01,1.49770731e-03,1.00000000e-03
65,12.738243,9.76644748e-02,1.07652514e-01,1.00683940e-01,1.11769641e-01,2.22959834e-01,1.55383917e-03,2.47748704e-01,1.49973494e-03,1.00000000e-03
66,12.879554,9.94532523e-02,1.09463980e-01,9.79880202e-02,1.09299026e-01,2.31011356e-01,1.53584631e-03,2.35240658e-01,1.48555571e-03,1.00000000e-03
67,13.068531,9.42630623e-02,1.03309896e-01,9.56196261e-02,1.05850810e-01,2.05440105e-01,1.51284650e-03,2.22928493e-01,1.49289963e-03,1.00000000e-03
68,14.859659,9.72474328e-02,1.07203330e-01,1.04533913e-01,1.14533290e-01,2.21498206e-01,1.50960451e-03,2.56511522e-01,1.27772454e-03,1.00000000e-03
69,14.244259,1.03773579e-01,1.15156171e-01,1.02717760e-01,1.13297558e-01,2.55156058e-01,1.46531293e-03,2.53915329e-01,1.43255889e-03,1.00000000e-03
70,14.178296,1.01289539e-01,1.12006114e-01,1.04100465e-01,1.16057204e-01,2.42091465e-01,1.44716863e-03,2.63761289e-01,1.37774112e-03,1.00000000e-03
71,13.351403,9.50931824e-02,1.04147438e-01,9.30905749e-02,1.02919127e-01,2.08427242e-01,1.43839558e-03,2.10180708e-01,1.31733696e-03,1.00000000e-03
72,13.421560,9.52953896e-02,1.04915400e-01,9.59086365e-02,1.06987010e-01,2.12210518e-01,1.42190276e-03,2.25882234e-01,1.31943430e-03,1.00000000e-03
73,13.755693,9.55319702e-02,1.05180789e-01,9.71973640e-02,1.08195922e-01,2.12844577e-01,1.39633520e-03,2.30055287e-01,1.28495904e-03,1.00000000e-03
74,13.480972,9.98887993e-02,1.10481820e-01,9.82744870e-02,1.09570987e-01,2.35416673e-01,1.39165194e-03,2.38055166e-01,1.23568841e-03,1.00000000e-03
75,13.626796,9.27832122e-02,1.01676834e-01,9.39502376e-02,1.04827101e-01,1.99292279e-01,1.37180811e-03,2.15787551e-01,1.18803730e-03,1.00000000e-03
76,12.801243,9.69730277e-02,1.06958540e-01,9.93635364e-02,1.10504771e-01,2.21056844e-01,1.34878033e-03,2.41055987e-01,1.22420893e-03,1.00000000e-03
77,15.635797,1.02833005e-01,1.14499794e-01,9.94601473e-02,1.10204940e-01,2.52170565e-01,1.33782932e-03,2.39215281e-01,1.30463526e-03,1.00000000e-03
78,13.099264,9.96605935e-02,1.10033569e-01,1.00132317e-01,1.11885392e-01,2.33307865e-01,1.31841393e-03,2.45776427e-01,1.23802143e-03,1.00000000e-03
79,13.121864,9.51674364e-02,1.04789296e-01,9.78664370e-02,1.09207931e-01,2.11715283e-01,1.32325319e-03,2.39039953e-01,1.17121235e-03,1.00000000e-03
80,13.448196,1.02228139e-01,1.13610568e-01,9.59818276e-02,1.06697871e-01,2.48388174e-01,1.32532251e-03,2.25003521e-01,1.21925686e-03,1.00000000e-03
81,13.604875,9.30967594e-02,1.02487556e-01,9.84518335e-02,1.08860857e-01,2.02540077e-01,1.28667568e-03,2.32373811e-01,1.35548847e-03,1.00000000e-03
82,12.917926,9.94915598e-02,1.10170401e-01,9.64596857e-02,1.07733341e-01,2.33659644e-01,1.28702440e-03,2.28502721e-01,1.21851150e-03,1.00000000e-03
83,12.877576,9.32156149e-02,1.02558469e-01,9.16365468e-02,1.01445132e-01,2.02253614e-01,1.27237968e-03,2.04848379e-01,1.16352462e-03,1.00000000e-03
84,12.905835,9.25382549e-02,1.01803169e-01,9.89441831e-02,1.11516047e-01,2.00136415e-01,1.26664985e-03,2.46835800e-01,1.05723826e-03,1.00000000e-03
85,13.669443,9.55723237e-02,1.05555245e-01,9.45314855e-02,1.04538442e-01,2.14240575e-01,1.24266364e-03,2.18733436e-01,1.19010533e-03,1.00000000e-03
86,13.399088,9.12282154e-02,1.00223348e-01,9.58671877e-02,1.07478860e-01,1.93539920e-01,1.24141393e-03,2.27101910e-01,1.07206284e-03,1.00000000e-03
87,14.201350,1.00829748e-01,1.11732880e-01,9.18701858e-02,1.01460979e-01,2.40748703e-01,1.23738211e-03,2.04874991e-01,1.13635309e-03,1.00000000e-03
88,15.336342,9.31936203e-02,1.02586788e-01,9.40618795e-02,1.05199430e-01,2.02784788e-01,1.23719004e-03,2.17590779e-01,1.11151802e-03,1.00000000e-03
89,13.671337,9.11496322e-02,1.00207722e-01,1.00834283e-01,1.13959570e-01,1.93377052e-01,1.22319306e-03,2.53965461e-01,1.03990140e-03,1.00000000e-03
90,13.564935,9.77675133e-02,1.08572913e-01,9.53921206e-02,1.06544203e-01,2.28147981e-01,1.20398644e-03,2.26223596e-01,1.10098840e-03,1.00000000e-03
91,12.942878,9.91081190e-02,1.10139842e-01,1.07584135e-01,1.22979288e-01,2.35186889e-01,1.19805562e-03,2.93667147e-01,9.59503248e-04,1.00000000e-03
92,14.009160,9.15817909e-02,1.00786279e-01,9.26092827e-02,1.03713151e-01,1.95975939e-01,1.18361586e-03,2.12883268e-01,1.25360496e-03,1.00000000e-03
93,15.785857,9.12021651e-02,1.00506495e-01,9.76959762e-02,1.10236082e-01,1.95456561e-01,1.19037583e-03,2.42492877e-01,1.07158508e-03,1.00000000e-03
94,15.546288,9.66630694e-02,1.07164436e-01,9.93487105e-02,1.09634067e-01,2.21204299e-01,1.17884605e-03,2.37351814e-01,1.18385398e-03,1.00000000e-03
95,12.771337,9.69988378e-02,1.07753561e-01,1.08801701e-01,1.25200236e-01,2.25494203e-01,1.17504586e-03,3.08919878e-01,9.98781200e-04,1.00000000e-03
96,13.630280,9.54244031e-02,1.05491240e-01,9.41192589e-02,1.06935152e-01,2.14725488e-01,1.17225935e-03,2.25714120e-01,1.02527280e-03,1.00000000e-03
97,14.975517,9.46811362e-02,1.04943659e-01,8.78537887e-02,9.74664724e-02,2.12779628e-01,1.18949852e-03,1.88816027e-01,1.06653556e-03,1.00000000e-03
98,12.972390,8.87624269e-02,9.75041232e-02,9.14071234e-02,1.01982051e-01,1.83711134e-01,1.16240542e-03,2.04880213e-01,1.11492586e-03,1.00000000e-03
99,15.329914,9.14898160e-02,1.00791770e-01,1.01916230e-01,1.13557179e-01,1.96041693e-01,1.15152239e-03,2.52766978e-01,1.20974672e-03,5.00000000e-04
100,15.619501,8.15260300e-02,8.86280308e-02,8.29733729e-02,9.18470240e-02,1.52215155e-01,1.13525809e-03,1.69970954e-01,1.03762823e-03,5.00000000e-04
101,14.187940,7.79318971e-02,8.43314285e-02,8.33058715e-02,9.19434300e-02,1.37907930e-01,1.13715452e-03,1.68190212e-01,1.06502926e-03,5.00000000e-04
102,12.808461,7.85139758e-02,8.52367455e-02,8.08198672e-02,8.93000200e-02,1.40473631e-01,1.12940244e-03,1.59800293e-01,1.04063460e-03,5.00000000e-04
103,13.005656,7.62150347e-02,8.24203536e-02,7.94107044e-02,8.74470866e-02,1.31688787e-01,1.12614259e-03,1.53994039e-01,1.07163715e-03,5.00000000e-04
104,13.831170,7.62577899e-02,8.25687481e-02,7.86488496e-02,8.66667616e-02,1.32193244e-01,1.12143804e-03,1.51005763e-01,1.03683460e-03,5.00000000e-04
105,13.201811,7.59307864e-02,8.21637059e-02,7.98347749e-02,8.80998465e-02,1.30921447e-01,1.11876236e-03,1.56302214e-01,1.06459395e-03,5.00000000e-04
106,12.960792,7.58797774e-02,8.22144830e-02,7.99250524e-02,8.84220383e-02,1.31073177e-01,1.11184532e-03,1.56248555e-01,1.06704645e-03,5.00000000e-04
107,13.211674,7.80627541e-02,8.50417945e-02,8.08223735e-02,8.97312111e-02,1.39857805e-01,1.10638896e-03,1.61804437e-01,1.03237857e-03,5.00000000e-04
108,12.702004,7.85401029e-02,8.56657640e-02,8.04666705e-02,8.91410270e-02,1.42132443e-01,1.10669217e-03,1.58859606e-01,1.02464096e-03,5.00000000e-04
109,12.684861,7.58411291e-02,8.22476045e-02,7.96481568e-02,8.85772067e-02,1.31294554e-01,1.09813598e-03,1.56929122e-01,1.01724767e-03,5.00000000e-04
110,13.614083,7.71121927e-02,8.39860509e-02,8.06201647e-02,8.89378965e-02,1.36592505e-01,1.09510654e-03,1.57233491e-01,1.00919752e-03,5.00000000e-04
111,14.664362,7.61963687e-02,8.27276523e-02,7.79467652e-02,8.62647265e-02,1.32503510e-01,1.09273052e-03,1.49187408e-01,1.02502738e-03,5.00000000e-04
112,12.837067,7.55601904e-02,8.20804920e-02,8.11911276e-02,9.07600084e-02,1.30621172e-01,1.09036263e-03,1.63482729e-01,1.00340047e-03,5.00000000e-04
113,12.831472,7.79297436e-02,8.51830705e-02,8.02707452e-02,8.93160149e-02,1.40281934e-01,1.07989615e-03,1.61112336e-01,9.87511929e-04,5.00000000e-04
114,13.032174,7.83889606e-02,8.57201663e-02,8.04482660e-02,8.94558012e-02,1.41864881e-01,1.08329702e-03,1.61112766e-01,9.93900211e-04,5.00000000e-04
115,12.841804,7.77496654e-02,8.48676455e-02,7.97616096e-02,8.82571959e-02,1.39308313e-01,1.07640468e-03,1.55228543e-01,1.04420446e-03,5.00000000e-04
116,12.848657,7.71849751e-02,8.42472794e-02,8.01864130e-02,8.91730216e-02,1.37274053e-01,1.07184663e-03,1.59847296e-01,9.55339675e-04,5.00000000e-04
117,12.851481,7.81121909e-02,8.55118353e-02,8.28050583e-02,9.30908018e-02,1.41418718e-01,1.06670973e-03,1.71888033e-01,9.55425762e-04,5.00000000e-04
118,12.860533,7.66680342e-02,8.36298401e-02,7.75156841e-02,8.57778445e-02,1.35437777e-01,1.06219033e-03,1.47267883e-01,9.76916188e-04,5.00000000e-04
119,13.307898,7.55248322e-02,8.22368376e-02,7.84968008e-02,8.67268786e-02,1.31065142e-01,1.06219610e-03,1.51138005e-01,9.60278641e-04,5.00000000e-04
120,12.842976,7.66079020e-02,8.38068483e-02,8.35463702e-02,9.38552454e-02,1.36513996e-01,1.05510636e-03,1.75438670e-01,9.72267503e-04,5.00000000e-04
121,12.834861,8.24380920e-02,9.13081280e-02,8.40438632e-02,9.43540582e-02,1.61297528e-01,1.06002185e-03,1.77828903e-01,9.36604042e-04,5.00000000e-04
122,14.125618,7.64003466e-02,8.34064793e-02,7.90058693e-02,8.76623681e-02,1.34729281e-01,1.04575737e-03,1.53454611e-01,1.03504993e-03,5.00000000e-04
123,13.373044,7.45008131e-02,8.10720477e-02,8.64886144e-02,9.73817107e-02,1.27408009e-01,1.04534806e-03,1.86908326e-01,8.94446508e-04,5.00000000e-04
124,15.898535,8.44917652e-02,9.39098588e-02,8.25338183e-02,9.15234154e-02,1.71108489e-01,1.04304562e-03,1.66487835e-01,9.58464921e-04,5.00000000e-04
125,14.437718,7.70017797e-02,8.40872759e-02,7.96026887e-02,8.83582944e-02,1.36773396e-01,1.03648035e-03,1.57483052e-01,9.76160306e-04,5.00000000e-04
126,13.697440,7.39779251e-02,8.04323400e-02,7.72256620e-02,8.60399604e-02,1.25412103e-01,1.03588513e-03,1.47763756e-01,9.43249459e-04,5.00000000e-04
127,12.839318,7.38509730e-02,8.03334907e-02,7.78418278e-02,8.67939338e-02,1.25068840e-01,1.02983712e-03,1.51245204e-01,9.23767227e-04,5.00000000e-04
128,13.069226,7.52437817e-02,8.21599149e-02,7.90088052e-02,8.80251983e-02,1.30601072e-01,1.03177883e-03,1.54831857e-01,9.59432663e-04,5.00000000e-04
129,13.412348,7.91036468e-02,8.71512443e-02,8.27651720e-02,9.23459360e-02,1.46783739e-01,1.02801743e-03,1.71271944e-01,9.54625327e-04,5.00000000e-04
130,13.399658,7.76069094e-02,8.50628879e-02,8.05763015e-02,9.03944087e-02,1.39983248e-01,1.02706902e-03,1.63495948e-01,9.91861443e-04,5.00000000e-04
131,13.442404,7.41277139e-02,8.07658452e-02,7.62606316e-02,8.45015395e-02,1.26397249e-01,1.02254570e-03,1.43458541e-01,9.53225333e-04,5.00000000e-04
132,14.875202,7.57502216e-02,8.28692348e-02,7.91561596e-02,8.82363564e-02,1.32930182e-01,1.01773724e-03,1.57167720e-01,9.10524002e-04,5.00000000e-04
133,13.578771,7.70206609e-02,8.44342922e-02,7.71114271e-02,8.55481279e-02,1.38073848e-01,1.01439358e-03,1.46959175e-01,9.94646149e-04,5.00000000e-04
134,14.511571,7.89846711e-02,8.69933283e-02,7.80674229e-02,8.71965417e-02,1.46541800e-01,1.01068246e-03,1.53361657e-01,9.20809882e-04,5.00000000e-04
135,13.344122,7.28058704e-02,7.91409336e-02,7.50081276e-02,8.31699392e-02,1.21437875e-01,1.01381573e-03,1.39539396e-01,9.55777154e-04,5.00000000e-04
136,13.414128,7.27830134e-02,7.92093687e-02,7.86831572e-02,8.89527532e-02,1.21614447e-01,1.00955769e-03,1.57379325e-01,8.82205635e-04,5.00000000e-04
137,14.430401,7.52118076e-02,8.23881644e-02,8.15218268e-02,9.07475632e-02,1.31460982e-01,1.00760583e-03,1.64793412e-01,9.56183756e-04,5.00000000e-04
138,14.867436,7.52829568e-02,8.23712074e-02,8.05104485e-02,9.03051284e-02,1.31380767e-01,1.00404485e-03,1.64311178e-01,9.22325149e-04,5.00000000e-04
139,12.862215,7.35774345e-02,8.02681559e-02,7.64140494e-02,8.52303916e-02,1.24866573e-01,1.00104863e-03,1.45359900e-01,9.77837658e-04,5.00000000e-04
140,14.572404,7.40868720e-02,8.08736589e-02,7.56830179e-02,8.34688100e-02,1.26466740e-01,9.99040748e-04,1.39242800e-01,8.70317521e-04,5.00000000e-04
141,15.079492,7.39612340e-02,8.08194959e-02,7.74065233e-02,8.57702643e-02,1.26854425e-01,9.93563979e-04,1.46798810e-01,9.27612658e-04,5.00000000e-04
142,13.757612,7.39895853e-02,8.10077785e-02,9.10867992e-02,1.05387756e-01,1.27222600e-01,9.89620987e-04,2.21084615e-01,1.06505892e-03,5.00000000e-04
143,13.348855,7.71663789e-02,8.48227783e-02,7.88005765e-02,8.86177450e-02,1.38627283e-01,9.94405760e-04,1.57020278e-01,9.00969922e-04,5.00000000e-04
144,12.946452,7.38964391e-02,8.08281473e-02,7.64273111e-02,8.50107285e-02,1.26423377e-01,9.85829706e-04,1.44564675e-01,9.44676632e-04,5.00000000e-04
145,13.172250,7.36040633e-02,8.05085050e-02,7.97379991e-02,8.89383203e-02,1.25197128e-01,9.84530731e-04,1.58726664e-01,9.05665390e-04,5.00000000e-04
146,14.633937,7.36700592e-02,8.07100164e-02,7.69249339e-02,8.58453113e-02,1.26221976e-01,9.82538084e-04,1.47870740e-01,9.35427826e-04,5.00000000e-04
147,14.692787,7.47610956e-02,8.20613644e-02,7.97293150e-02,8.97178039e-02,1.30039727e-01,9.80185033e-04,1.60880189e-01,8.90375059e-04,5.00000000e-04
148,13.118176,7.62606517e-02,8.39423298e-02,7.72727105e-02,8.66031891e-02,1.36392523e-01,9.76973485e-04,1.50102507e-01,9.02347150e-04,5.00000000e-04
149,15.030047,7.52164220e-02,8.26449933e-02,8.11257789e-02,9.07026973e-02,1.31875588e-01,9.74127856e-04,1.62276184e-01,9.55961270e-04,5.00000000e-04
150,14.288110,7.33250204e-02,8.01944614e-02,7.53855110e-02,8.44234827e-02,1.24368513e-01,9.73555387e-04,1.43102621e-01,8.82029198e-04,5.00000000e-04
151,14.289592,7.23942477e-02,7.90559555e-02,7.47470924e-02,8.32196054e-02,1.20802269e-01,9.73160001e-04,1.39209979e-01,9.32567713e-04,5.00000000e-04
152,13.722201,7.24090878e-02,7.91012453e-02,7.45029335e-02,8.31721938e-02,1.21028180e-01,9.68298664e-04,1.39049016e-01,8.93551516e-04,5.00000000e-04
153,13.117513,7.09057907e-02,7.73378288e-02,7.85591333e-02,8.85831386e-02,1.15935133e-01,9.63289424e-04,1.57773192e-01,8.69369728e-04,5.00000000e-04
154,13.286146,7.53821136e-02,8.29223273e-02,7.53044127e-02,8.42055121e-02,1.32875999e-01,9.64952027e-04,1.43617672e-01,8.93649212e-04,5.00000000e-04
155,13.594871,7.47653950e-02,8.20491823e-02,8.03257027e-02,9.09721509e-02,1.30232566e-01,9.60747020e-04,1.65389934e-01,8.35901250e-04,5.00000000e-04
156,14.138246,7.71426787e-02,8.51968511e-02,7.64557533e-02,8.54491588e-02,1.40369257e-01,9.65625694e-04,1.45492669e-01,9.17684769e-04,5.00000000e-04
