nohup: ignoring input
NS data loaded: train (1000, 64, 64, 10) -> (1000, 64, 64, 10), test (200, 64, 64, 10)
parameters: 526059
epoch 0000 | 19.15s | train_full 1.690507e-01 | test_full 9.083776e-02
epoch 0354 | 18.33s | train_full 4.826824e-03 | test_full 5.339991e-03
epoch 0355 | 18.77s | train_full 4.761310e-03 | test_full 5.659387e-03
epoch 0356 | 17.52s | train_full 4.392119e-03 | test_full 4.631880e-03
epoch 0357 | 18.03s | train_full 4.497476e-03 | test_full 4.372574e-03
epoch 0358 | 17.78s | train_full 4.766427e-03 | test_full 4.681905e-03
epoch 0359 | 17.74s | train_full 4.532840e-03 | test_full 4.490879e-03
epoch 0360 | 17.57s | train_full 4.435732e-03 | test_full 4.255048e-03
epoch 0361 | 17.88s | train_full 4.855364e-03 | test_full 4.506823e-03
epoch 0362 | 17.73s | train_full 4.370682e-03 | test_full 4.562691e-03
epoch 0363 | 17.24s | train_full 4.497058e-03 | test_full 4.924379e-03
epoch 0364 | 17.34s | train_full 4.581445e-03 | test_full 5.203983e-03
epoch 0365 | 17.68s | train_full 4.985122e-03 | test_full 4.811198e-03
epoch 0366 | 17.38s | train_full 4.540981e-03 | test_full 4.251640e-03
epoch 0367 | 17.57s | train_full 4.462334e-03 | test_full 5.708668e-03
epoch 0368 | 17.35s | train_full 4.739727e-03 | test_full 4.526276e-03
epoch 0369 | 17.24s | train_full 4.260083e-03 | test_full 4.430957e-03
epoch 0370 | 17.22s | train_full 4.409700e-03 | test_full 4.425289e-03
epoch 0371 | 17.24s | train_full 4.295350e-03 | test_full 4.696131e-03
epoch 0372 | 17.25s | train_full 4.308429e-03 | test_full 4.229714e-03
epoch 0373 | 17.25s | train_full 4.440849e-03 | test_full 4.830242e-03
epoch 0374 | 17.29s | train_full 4.799142e-03 | test_full 4.753306e-03
epoch 0375 | 17.27s | train_full 4.464324e-03 | test_full 4.881659e-03
epoch 0376 | 17.32s | train_full 4.489332e-03 | test_full 5.417868e-03
epoch 0377 | 17.20s | train_full 5.187098e-03 | test_full 4.420131e-03
epoch 0378 | 17.29s | train_full 4.236456e-03 | test_full 4.426488e-03
epoch 0379 | 18.73s | train_full 4.405156e-03 | test_full 4.354903e-03
epoch 0380 | 18.95s | train_full 4.186525e-03 | test_full 4.196002e-03
epoch 0381 | 19.18s | train_full 4.798635e-03 | test_full 5.655455e-03
epoch 0382 | 19.01s | train_full 5.041290e-03 | test_full 5.446003e-03
epoch 0383 | 18.14s | train_full 4.449821e-03 | test_full 4.512013e-03
epoch 0384 | 17.27s | train_full 4.364383e-03 | test_full 4.534885e-03
epoch 0385 | 17.59s | train_full 4.718200e-03 | test_full 5.750736e-03
epoch 0386 | 18.41s | train_full 4.701616e-03 | test_full 4.179170e-03
epoch 0387 | 18.15s | train_full 4.075904e-03 | test_full 4.337436e-03
epoch 0388 | 17.26s | train_full 4.222487e-03 | test_full 4.457621e-03
epoch 0389 | 18.12s | train_full 4.798947e-03 | test_full 4.551387e-03
epoch 0390 | 17.83s | train_full 4.636293e-03 | test_full 4.559608e-03
epoch 0391 | 17.78s | train_full 4.323582e-03 | test_full 4.476827e-03
epoch 0392 | 17.74s | train_full 4.231911e-03 | test_full 4.309998e-03
epoch 0393 | 17.27s | train_full 4.368726e-03 | test_full 4.522801e-03
epoch 0394 | 17.92s | train_full 4.280467e-03 | test_full 4.883666e-03
epoch 0395 | 18.01s | train_full 4.491382e-03 | test_full 4.006000e-03
epoch 0396 | 18.00s | train_full 4.337466e-03 | test_full 4.471629e-03
epoch 0397 | 17.53s | train_full 4.490977e-03 | test_full 4.996539e-03
epoch 0398 | 18.24s | train_full 4.690581e-03 | test_full 4.508565e-03
epoch 0399 | 17.95s | train_full 4.445448e-03 | test_full 5.209427e-03
epoch 0400 | 17.24s | train_full 3.731168e-03 | test_full 4.051616e-03
epoch 0401 | 17.93s | train_full 3.614458e-03 | test_full 3.879506e-03
epoch 0402 | 17.83s | train_full 3.676706e-03 | test_full 3.976183e-03
epoch 0403 | 17.62s | train_full 3.652463e-03 | test_full 4.177687e-03
epoch 0404 | 17.98s | train_full 3.691117e-03 | test_full 3.962604e-03
epoch 0405 | 17.42s | train_full 3.718505e-03 | test_full 3.913836e-03
epoch 0406 | 17.54s | train_full 3.649335e-03 | test_full 3.743394e-03
epoch 0407 | 17.47s | train_full 3.886130e-03 | test_full 3.982647e-03
epoch 0408 | 18.59s | train_full 3.666765e-03 | test_full 3.960159e-03
epoch 0409 | 19.08s | train_full 3.643694e-03 | test_full 3.848631e-03
epoch 0410 | 17.75s | train_full 3.616914e-03 | test_full 4.150577e-03
epoch 0411 | 17.20s | train_full 3.955887e-03 | test_full 3.829062e-03
epoch 0412 | 17.25s | train_full 3.856277e-03 | test_full 3.761786e-03
epoch 0413 | 17.25s | train_full 3.738653e-03 | test_full 4.145602e-03
epoch 0414 | 17.32s | train_full 3.755150e-03 | test_full 3.962045e-03
epoch 0415 | 17.54s | train_full 3.671743e-03 | test_full 3.754809e-03
epoch 0416 | 17.69s | train_full 3.661454e-03 | test_full 3.951098e-03
epoch 0417 | 17.23s | train_full 3.807662e-03 | test_full 4.209356e-03
epoch 0418 | 17.19s | train_full 3.838504e-03 | test_full 4.218824e-03
epoch 0419 | 17.24s | train_full 3.723725e-03 | test_full 3.996585e-03
epoch 0420 | 17.21s | train_full 3.816087e-03 | test_full 4.184701e-03
epoch 0421 | 17.22s | train_full 3.834539e-03 | test_full 3.898679e-03
epoch 0422 | 17.29s | train_full 3.774734e-03 | test_full 3.778481e-03
epoch 0423 | 17.27s | train_full 3.712362e-03 | test_full 4.168946e-03
epoch 0424 | 17.33s | train_full 3.882658e-03 | test_full 4.397601e-03
epoch 0425 | 17.22s | train_full 3.785635e-03 | test_full 4.113642e-03
epoch 0426 | 17.22s | train_full 3.760487e-03 | test_full 3.954735e-03
epoch 0427 | 17.68s | train_full 3.716702e-03 | test_full 4.133821e-03
epoch 0428 | 18.27s | train_full 3.884263e-03 | test_full 3.975234e-03
epoch 0429 | 18.77s | train_full 3.753705e-03 | test_full 3.911999e-03
epoch 0430 | 18.81s | train_full 3.756100e-03 | test_full 3.948715e-03
epoch 0431 | 18.79s | train_full 3.835823e-03 | test_full 3.802455e-03
epoch 0432 | 18.74s | train_full 3.660608e-03 | test_full 3.903599e-03
epoch 0433 | 18.22s | train_full 3.764694e-03 | test_full 4.041988e-03
epoch 0434 | 17.79s | train_full 3.697292e-03 | test_full 4.213192e-03
epoch 0435 | 17.84s | train_full 3.849300e-03 | test_full 3.757344e-03
epoch 0436 | 17.39s | train_full 3.758647e-03 | test_full 3.780015e-03
epoch 0437 | 17.30s | train_full 3.727057e-03 | test_full 3.964977e-03
epoch 0438 | 18.04s | train_full 3.896874e-03 | test_full 4.221327e-03
epoch 0439 | 18.39s | train_full 3.824517e-03 | test_full 3.875792e-03
epoch 0440 | 18.36s | train_full 3.724372e-03 | test_full 3.707754e-03
epoch 0441 | 17.92s | train_full 3.689479e-03 | test_full 4.132816e-03
epoch 0442 | 17.50s | train_full 3.683831e-03 | test_full 3.630950e-03
epoch 0443 | 17.60s | train_full 3.866305e-03 | test_full 4.801334e-03
epoch 0444 | 17.81s | train_full 3.925953e-03 | test_full 3.930797e-03
epoch 0445 | 15.90s | train_full 3.702675e-03 | test_full 3.998436e-03
epoch 0446 | 13.89s | train_full 3.762865e-03 | test_full 3.752779e-03
epoch 0447 | 14.89s | train_full 3.876417e-03 | test_full 4.236132e-03
epoch 0448 | 14.54s | train_full 3.855866e-03 | test_full 3.920439e-03
epoch 0449 | 13.35s | train_full 3.689330e-03 | test_full 4.119427e-03
epoch 0450 | 13.02s | train_full 3.703428e-03 | test_full 4.051152e-03
epoch 0451 | 14.19s | train_full 3.673326e-03 | test_full 3.739808e-03
epoch 0452 | 13.16s | train_full 3.752177e-03 | test_full 3.954102e-03
epoch 0453 | 14.33s | train_full 3.627177e-03 | test_full 4.077570e-03
epoch 0454 | 15.14s | train_full 3.737671e-03 | test_full 4.141512e-03
epoch 0455 | 14.80s | train_full 3.713439e-03 | test_full 4.059029e-03
epoch 0456 | 13.31s | train_full 3.732505e-03 | test_full 3.661684e-03
epoch 0457 | 13.59s | train_full 3.705141e-03 | test_full 4.149794e-03
epoch 0458 | 13.66s | train_full 3.826171e-03 | test_full 3.760744e-03
epoch 0459 | 13.06s | train_full 3.741569e-03 | test_full 4.089324e-03
epoch 0460 | 14.62s | train_full 3.784852e-03 | test_full 4.151168e-03
epoch 0461 | 15.89s | train_full 3.810526e-03 | test_full 3.553536e-03
epoch 0462 | 13.25s | train_full 3.583241e-03 | test_full 3.891613e-03
epoch 0463 | 13.83s | train_full 3.643717e-03 | test_full 4.128744e-03
epoch 0464 | 14.82s | train_full 3.635054e-03 | test_full 5.239624e-03
epoch 0465 | 14.82s | train_full 3.994307e-03 | test_full 4.303809e-03
epoch 0466 | 15.27s | train_full 3.711376e-03 | test_full 3.969777e-03
epoch 0467 | 16.42s | train_full 3.670818e-03 | test_full 3.955410e-03
epoch 0468 | 15.23s | train_full 3.831128e-03 | test_full 3.765283e-03
epoch 0469 | 12.87s | train_full 3.686017e-03 | test_full 3.933026e-03
epoch 0470 | 13.16s | train_full 3.756412e-03 | test_full 3.871668e-03
epoch 0471 | 14.04s | train_full 3.684896e-03 | test_full 3.705672e-03
epoch 0472 | 16.42s | train_full 3.558076e-03 | test_full 3.798817e-03
epoch 0473 | 14.81s | train_full 3.686701e-03 | test_full 4.016904e-03
epoch 0474 | 14.67s | train_full 3.715113e-03 | test_full 3.682013e-03
epoch 0475 | 13.49s | train_full 3.674132e-03 | test_full 3.988442e-03
epoch 0476 | 13.42s | train_full 3.781889e-03 | test_full 4.031693e-03
epoch 0477 | 12.93s | train_full 3.646099e-03 | test_full 3.755078e-03
epoch 0478 | 13.58s | train_full 3.803194e-03 | test_full 3.820988e-03
epoch 0479 | 14.06s | train_full 3.700444e-03 | test_full 3.901901e-03
epoch 0480 | 13.04s | train_full 3.750391e-03 | test_full 3.954062e-03
epoch 0481 | 12.88s | train_full 3.740110e-03 | test_full 3.775782e-03
epoch 0482 | 12.90s | train_full 3.620372e-03 | test_full 4.116323e-03
epoch 0483 | 15.75s | train_full 3.683861e-03 | test_full 3.937126e-03
epoch 0484 | 14.84s | train_full 3.691685e-03 | test_full 3.850383e-03
epoch 0485 | 13.89s | train_full 3.630770e-03 | test_full 3.880327e-03
epoch 0486 | 13.09s | train_full 3.683097e-03 | test_full 3.775147e-03
epoch 0487 | 12.85s | train_full 3.716301e-03 | test_full 4.164323e-03
epoch 0488 | 12.88s | train_full 3.721981e-03 | test_full 3.851060e-03
epoch 0489 | 12.87s | train_full 3.623412e-03 | test_full 3.870366e-03
epoch 0490 | 12.89s | train_full 3.602905e-03 | test_full 3.672773e-03
epoch 0491 | 12.95s | train_full 3.738968e-03 | test_full 4.057377e-03
epoch 0492 | 12.91s | train_full 3.590492e-03 | test_full 3.741382e-03
epoch 0493 | 12.89s | train_full 3.657694e-03 | test_full 4.303350e-03
epoch 0494 | 12.85s | train_full 3.706983e-03 | test_full 4.007710e-03
epoch 0495 | 12.87s | train_full 3.726420e-03 | test_full 4.092396e-03
epoch 0496 | 13.00s | train_full 3.840294e-03 | test_full 4.077340e-03
epoch 0497 | 12.73s | train_full 3.666756e-03 | test_full 3.735617e-03
epoch 0498 | 13.34s | train_full 3.564307e-03 | test_full 3.720228e-03
epoch 0499 | 12.72s | train_full 3.574784e-03 | test_full 4.038674e-03
