nohup: ignoring input
NS data loaded: train (1000, 64, 64, 10) -> (1000, 64, 64, 10), test (200, 64, 64, 10)
parameters: 526059
epoch 0000 | 19.15s | train_full 1.690507e-01 | test_full 9.083776e-02
epoch 0169 | 17.41s | train_full 7.933265e-03 | test_full 7.768191e-03
epoch 0170 | 17.78s | train_full 8.382000e-03 | test_full 8.949957e-03
epoch 0171 | 17.68s | train_full 7.667950e-03 | test_full 9.950385e-03
epoch 0172 | 17.62s | train_full 8.270494e-03 | test_full 8.139847e-03
epoch 0173 | 17.18s | train_full 8.433478e-03 | test_full 1.106511e-02
epoch 0174 | 17.82s | train_full 1.297831e-02 | test_full 1.001695e-02
epoch 0175 | 17.43s | train_full 1.137328e-02 | test_full 8.640212e-03
epoch 0176 | 17.22s | train_full 7.537564e-03 | test_full 7.364702e-03
epoch 0177 | 17.18s | train_full 9.512723e-03 | test_full 8.911717e-03
epoch 0178 | 17.16s | train_full 9.156972e-03 | test_full 7.455872e-03
epoch 0179 | 17.26s | train_full 7.468261e-03 | test_full 8.049474e-03
epoch 0180 | 17.29s | train_full 9.122493e-03 | test_full 8.511132e-03
epoch 0181 | 17.22s | train_full 7.445666e-03 | test_full 7.085200e-03
epoch 0182 | 17.13s | train_full 8.540625e-03 | test_full 8.599616e-03
epoch 0183 | 17.17s | train_full 7.357214e-03 | test_full 8.397341e-03
epoch 0184 | 17.14s | train_full 8.771147e-03 | test_full 1.302687e-02
epoch 0185 | 17.18s | train_full 1.457986e-02 | test_full 1.074672e-02
epoch 0186 | 17.23s | train_full 9.235133e-03 | test_full 6.614764e-03
epoch 0187 | 18.02s | train_full 7.359706e-03 | test_full 7.204975e-03
epoch 0188 | 17.22s | train_full 7.377657e-03 | test_full 8.298677e-03
epoch 0189 | 17.19s | train_full 6.802949e-03 | test_full 6.555459e-03
epoch 0190 | 17.20s | train_full 9.073795e-03 | test_full 1.438352e-02
epoch 0191 | 17.20s | train_full 1.038132e-02 | test_full 9.086037e-03
epoch 0192 | 17.18s | train_full 7.108465e-03 | test_full 7.169836e-03
epoch 0193 | 17.22s | train_full 7.957164e-03 | test_full 8.631232e-03
epoch 0194 | 17.21s | train_full 7.209292e-03 | test_full 7.954774e-03
epoch 0195 | 17.24s | train_full 8.041298e-03 | test_full 9.491940e-03
epoch 0196 | 17.42s | train_full 8.653272e-03 | test_full 6.361781e-03
epoch 0197 | 18.68s | train_full 9.086346e-03 | test_full 1.247227e-02
epoch 0198 | 17.38s | train_full 1.069421e-02 | test_full 7.573518e-03
epoch 0199 | 17.19s | train_full 7.400675e-03 | test_full 7.407438e-03
epoch 0200 | 17.23s | train_full 5.527731e-03 | test_full 5.396686e-03
epoch 0201 | 17.30s | train_full 5.300003e-03 | test_full 5.770729e-03
epoch 0202 | 17.27s | train_full 5.396590e-03 | test_full 5.525967e-03
epoch 0203 | 17.28s | train_full 5.245386e-03 | test_full 5.423774e-03
epoch 0204 | 17.31s | train_full 5.484252e-03 | test_full 6.381517e-03
epoch 0205 | 17.28s | train_full 5.868975e-03 | test_full 6.546907e-03
epoch 0206 | 17.22s | train_full 5.603445e-03 | test_full 6.023380e-03
epoch 0207 | 17.21s | train_full 5.593167e-03 | test_full 5.357009e-03
epoch 0208 | 17.21s | train_full 5.457854e-03 | test_full 6.391751e-03
epoch 0209 | 17.24s | train_full 5.722920e-03 | test_full 5.284865e-03
epoch 0210 | 17.92s | train_full 5.701423e-03 | test_full 6.714847e-03
epoch 0211 | 18.76s | train_full 5.613660e-03 | test_full 5.916234e-03
epoch 0212 | 18.37s | train_full 6.285876e-03 | test_full 6.621485e-03
epoch 0213 | 17.79s | train_full 5.836670e-03 | test_full 5.745185e-03
epoch 0214 | 17.79s | train_full 5.821359e-03 | test_full 6.222654e-03
epoch 0215 | 17.23s | train_full 6.393423e-03 | test_full 5.831784e-03
epoch 0216 | 17.23s | train_full 5.624556e-03 | test_full 5.867566e-03
epoch 0217 | 17.25s | train_full 5.541313e-03 | test_full 6.240897e-03
epoch 0218 | 17.20s | train_full 6.047136e-03 | test_full 7.848406e-03
epoch 0219 | 17.22s | train_full 6.116571e-03 | test_full 5.913277e-03
epoch 0220 | 17.25s | train_full 5.883627e-03 | test_full 6.298599e-03
epoch 0221 | 17.21s | train_full 6.470540e-03 | test_full 5.680357e-03
epoch 0222 | 17.23s | train_full 6.325446e-03 | test_full 6.521731e-03
epoch 0223 | 17.21s | train_full 6.144367e-03 | test_full 6.493042e-03
epoch 0224 | 17.19s | train_full 1.003600e-02 | test_full 9.968237e-03
epoch 0225 | 17.26s | train_full 6.227075e-03 | test_full 5.604560e-03
epoch 0226 | 18.27s | train_full 5.759126e-03 | test_full 6.186043e-03
epoch 0227 | 19.06s | train_full 5.689075e-03 | test_full 5.874179e-03
epoch 0228 | 18.54s | train_full 5.751392e-03 | test_full 5.978615e-03
epoch 0229 | 17.70s | train_full 5.647379e-03 | test_full 5.782513e-03
epoch 0230 | 17.15s | train_full 5.547372e-03 | test_full 5.995286e-03
epoch 0231 | 17.25s | train_full 5.959788e-03 | test_full 6.289138e-03
epoch 0232 | 17.32s | train_full 6.667738e-03 | test_full 8.543178e-03
epoch 0233 | 17.78s | train_full 6.244397e-03 | test_full 7.199893e-03
epoch 0234 | 17.17s | train_full 5.652275e-03 | test_full 6.349780e-03
epoch 0235 | 17.19s | train_full 5.863968e-03 | test_full 6.159473e-03
epoch 0236 | 17.17s | train_full 5.783470e-03 | test_full 5.365054e-03
epoch 0237 | 17.69s | train_full 5.815412e-03 | test_full 6.858133e-03
epoch 0238 | 17.57s | train_full 6.464912e-03 | test_full 5.963870e-03
epoch 0239 | 18.04s | train_full 6.567645e-03 | test_full 7.393401e-03
epoch 0240 | 18.72s | train_full 5.822790e-03 | test_full 5.715184e-03
epoch 0241 | 17.82s | train_full 5.798991e-03 | test_full 8.919991e-03
epoch 0242 | 18.66s | train_full 6.394071e-03 | test_full 5.910529e-03
epoch 0243 | 17.63s | train_full 5.800041e-03 | test_full 5.982359e-03
epoch 0244 | 17.80s | train_full 5.651583e-03 | test_full 6.494279e-03
epoch 0245 | 17.25s | train_full 5.966956e-03 | test_full 5.579681e-03
epoch 0246 | 18.19s | train_full 5.792804e-03 | test_full 6.361687e-03
epoch 0247 | 18.10s | train_full 6.641390e-03 | test_full 6.076185e-03
epoch 0248 | 17.86s | train_full 5.695003e-03 | test_full 6.242638e-03
epoch 0249 | 17.19s | train_full 6.027669e-03 | test_full 6.125530e-03
epoch 0250 | 17.29s | train_full 6.610654e-03 | test_full 5.666646e-03
epoch 0251 | 17.42s | train_full 5.684314e-03 | test_full 5.484432e-03
epoch 0252 | 17.32s | train_full 6.139492e-03 | test_full 6.910019e-03
epoch 0253 | 17.26s | train_full 5.922310e-03 | test_full 5.980077e-03
epoch 0254 | 17.31s | train_full 6.047534e-03 | test_full 5.994047e-03
epoch 0255 | 17.46s | train_full 6.321737e-03 | test_full 7.685543e-03
epoch 0256 | 17.15s | train_full 5.988272e-03 | test_full 6.577644e-03
epoch 0257 | 17.18s | train_full 5.570259e-03 | test_full 6.242961e-03
epoch 0258 | 17.81s | train_full 5.909053e-03 | test_full 5.774300e-03
epoch 0259 | 18.75s | train_full 6.574823e-03 | test_full 7.335405e-03
epoch 0260 | 18.58s | train_full 5.656571e-03 | test_full 6.242828e-03
epoch 0261 | 17.62s | train_full 5.651348e-03 | test_full 6.067306e-03
epoch 0262 | 18.21s | train_full 6.819685e-03 | test_full 8.450586e-03
epoch 0263 | 17.49s | train_full 6.624063e-03 | test_full 5.727817e-03
epoch 0264 | 17.53s | train_full 5.354873e-03 | test_full 5.410941e-03
epoch 0265 | 17.31s | train_full 5.539464e-03 | test_full 5.863537e-03
epoch 0266 | 18.37s | train_full 6.089688e-03 | test_full 5.681448e-03
epoch 0267 | 18.70s | train_full 6.520110e-03 | test_full 7.012195e-03
epoch 0268 | 17.89s | train_full 6.254555e-03 | test_full 6.975042e-03
epoch 0269 | 17.78s | train_full 7.773716e-03 | test_full 8.056421e-03
epoch 0270 | 17.82s | train_full 6.198082e-03 | test_full 7.919323e-03
epoch 0271 | 18.36s | train_full 6.689132e-03 | test_full 6.199049e-03
epoch 0272 | 18.98s | train_full 5.512962e-03 | test_full 6.252655e-03
epoch 0273 | 19.15s | train_full 5.265984e-03 | test_full 5.821161e-03
epoch 0274 | 18.31s | train_full 5.636553e-03 | test_full 6.463762e-03
epoch 0275 | 18.36s | train_full 5.573581e-03 | test_full 6.257835e-03
epoch 0276 | 17.74s | train_full 6.390378e-03 | test_full 6.330468e-03
epoch 0277 | 17.45s | train_full 5.462142e-03 | test_full 4.956067e-03
epoch 0278 | 17.85s | train_full 5.569762e-03 | test_full 5.753663e-03
epoch 0279 | 17.76s | train_full 6.075905e-03 | test_full 6.494576e-03
epoch 0280 | 18.12s | train_full 6.741266e-03 | test_full 5.513494e-03
epoch 0281 | 17.59s | train_full 5.949000e-03 | test_full 5.719072e-03
epoch 0282 | 17.25s | train_full 5.900284e-03 | test_full 6.010050e-03
epoch 0283 | 17.24s | train_full 6.570965e-03 | test_full 6.475620e-03
epoch 0284 | 17.22s | train_full 7.453800e-03 | test_full 7.871934e-03
epoch 0285 | 17.89s | train_full 6.011374e-03 | test_full 5.905390e-03
epoch 0286 | 17.24s | train_full 5.845772e-03 | test_full 6.117080e-03
epoch 0287 | 17.21s | train_full 5.833791e-03 | test_full 5.443207e-03
epoch 0288 | 17.49s | train_full 5.606877e-03 | test_full 5.510278e-03
epoch 0289 | 17.18s | train_full 5.431638e-03 | test_full 7.151176e-03
epoch 0290 | 17.54s | train_full 6.423687e-03 | test_full 6.963446e-03
epoch 0291 | 18.10s | train_full 6.265118e-03 | test_full 5.914531e-03
epoch 0292 | 18.37s | train_full 5.136306e-03 | test_full 5.752358e-03
epoch 0293 | 17.31s | train_full 5.563436e-03 | test_full 5.772561e-03
epoch 0294 | 17.85s | train_full 6.291360e-03 | test_full 6.276363e-03
epoch 0295 | 17.62s | train_full 6.029073e-03 | test_full 6.187523e-03
epoch 0296 | 18.17s | train_full 5.167540e-03 | test_full 5.125745e-03
epoch 0297 | 18.15s | train_full 5.824971e-03 | test_full 6.282036e-03
epoch 0298 | 17.83s | train_full 5.866717e-03 | test_full 5.745217e-03
epoch 0299 | 17.92s | train_full 5.711521e-03 | test_full 5.385601e-03
epoch 0300 | 17.71s | train_full 4.392852e-03 | test_full 4.397187e-03
epoch 0301 | 17.30s | train_full 4.224450e-03 | test_full 4.428876e-03
epoch 0302 | 17.98s | train_full 4.276319e-03 | test_full 4.831818e-03
epoch 0303 | 17.80s | train_full 4.338154e-03 | test_full 4.533806e-03
epoch 0304 | 18.37s | train_full 4.394765e-03 | test_full 4.691097e-03
epoch 0305 | 17.92s | train_full 4.332539e-03 | test_full 4.244754e-03
epoch 0306 | 17.85s | train_full 4.369789e-03 | test_full 4.557037e-03
epoch 0307 | 18.50s | train_full 4.356076e-03 | test_full 5.019105e-03
epoch 0308 | 18.04s | train_full 4.379996e-03 | test_full 4.455905e-03
epoch 0309 | 17.63s | train_full 4.370767e-03 | test_full 4.394701e-03
epoch 0310 | 17.37s | train_full 4.470448e-03 | test_full 4.605191e-03
epoch 0311 | 18.50s | train_full 4.508836e-03 | test_full 4.584842e-03
epoch 0312 | 18.30s | train_full 4.536964e-03 | test_full 4.949430e-03
epoch 0313 | 17.76s | train_full 4.482487e-03 | test_full 4.483909e-03
epoch 0314 | 17.42s | train_full 4.546361e-03 | test_full 5.004933e-03
epoch 0315 | 17.71s | train_full 4.733140e-03 | test_full 4.917383e-03
epoch 0316 | 17.38s | train_full 4.590571e-03 | test_full 4.578997e-03
epoch 0317 | 17.65s | train_full 4.504268e-03 | test_full 5.236657e-03
epoch 0318 | 17.66s | train_full 4.666188e-03 | test_full 5.468199e-03
epoch 0319 | 17.90s | train_full 4.697371e-03 | test_full 5.335509e-03
epoch 0320 | 18.10s | train_full 4.899493e-03 | test_full 5.696052e-03
epoch 0321 | 18.35s | train_full 4.691567e-03 | test_full 4.727045e-03
epoch 0322 | 17.81s | train_full 4.626828e-03 | test_full 4.419531e-03
epoch 0323 | 17.71s | train_full 4.784365e-03 | test_full 5.891852e-03
epoch 0324 | 18.04s | train_full 4.893235e-03 | test_full 4.729952e-03
epoch 0325 | 18.78s | train_full 4.526755e-03 | test_full 5.094495e-03
epoch 0326 | 17.72s | train_full 4.460752e-03 | test_full 4.706409e-03
epoch 0327 | 17.07s | train_full 4.537388e-03 | test_full 4.665930e-03
epoch 0328 | 17.18s | train_full 4.391296e-03 | test_full 5.228065e-03
epoch 0329 | 17.65s | train_full 4.642956e-03 | test_full 4.699978e-03
epoch 0330 | 17.54s | train_full 4.452451e-03 | test_full 4.584662e-03
epoch 0331 | 18.17s | train_full 4.603443e-03 | test_full 5.280282e-03
epoch 0332 | 18.47s | train_full 4.511094e-03 | test_full 4.596902e-03
epoch 0333 | 18.20s | train_full 4.913069e-03 | test_full 5.229499e-03
epoch 0334 | 14.10s | train_full 4.551829e-03 | test_full 4.397045e-03
epoch 0335 | 13.77s | train_full 4.414292e-03 | test_full 4.429363e-03
epoch 0336 | 16.22s | train_full 4.423768e-03 | test_full 5.204247e-03
epoch 0337 | 13.44s | train_full 4.766641e-03 | test_full 5.051199e-03
epoch 0338 | 12.94s | train_full 4.799207e-03 | test_full 4.683952e-03
epoch 0339 | 12.92s | train_full 4.693597e-03 | test_full 4.904954e-03
epoch 0340 | 13.99s | train_full 4.489089e-03 | test_full 4.618300e-03
epoch 0341 | 13.76s | train_full 4.313156e-03 | test_full 4.415968e-03
epoch 0342 | 14.84s | train_full 4.375183e-03 | test_full 4.666700e-03
epoch 0343 | 17.60s | train_full 4.750445e-03 | test_full 4.700436e-03
epoch 0344 | 18.16s | train_full 4.822979e-03 | test_full 5.055807e-03
epoch 0345 | 18.37s | train_full 4.430979e-03 | test_full 4.505190e-03
epoch 0346 | 18.56s | train_full 4.655606e-03 | test_full 5.064411e-03
epoch 0347 | 17.17s | train_full 4.573265e-03 | test_full 4.522434e-03
epoch 0348 | 17.14s | train_full 4.211766e-03 | test_full 4.298219e-03
epoch 0349 | 18.35s | train_full 4.528044e-03 | test_full 4.237162e-03
epoch 0350 | 17.62s | train_full 4.444336e-03 | test_full 4.388900e-03
epoch 0351 | 17.19s | train_full 4.718749e-03 | test_full 5.205519e-03
epoch 0352 | 18.08s | train_full 4.481148e-03 | test_full 4.423878e-03
epoch 0353 | 17.33s | train_full 4.498686e-03 | test_full 4.651332e-03
